,Year,Product,Order method type,Retailer country,Revenue,Quantity,Gross profit
17345,2004,Blue Steel Putter,Fax,Spain,32878.72,358.0,18129.12
17346,2004,Blue Steel Max Putter,Telephone,United States,531856.34,3166.0,241217.54
17348,2004,Blue Steel Max Putter,Telephone,Mexico,139263.71,829.0,63161.51
17349,2004,Blue Steel Max Putter,Telephone,Brazil,48045.14,286.0,21790.34
17350,2004,Blue Steel Max Putter,Telephone,Japan,322204.82,1918.0,146132.42
17352,2004,Blue Steel Max Putter,Telephone,China,666752.31,3969.0,302398.11
17353,2004,Blue Steel Max Putter,Telephone,Singapore,69547.86,414.0,31542.66
17355,2004,Blue Steel Max Putter,Telephone,Netherlands,256856.71,1529.0,116494.51
17358,2004,Blue Steel Max Putter,Telephone,Denmark,53084.84,316.0,24076.04
17359,2004,Blue Steel Max Putter,Telephone,France,320524.92,1908.0,145370.52
17361,2004,Blue Steel Max Putter,Telephone,United Kingdom,430894.35,2565.0,195427.35
17362,2004,Blue Steel Max Putter,Telephone,Belgium,22510.66,134.0,10209.46
17364,2004,Blue Steel Max Putter,Telephone,Austria,98778.12,588.0,44799.72
17365,2004,Blue Steel Max Putter,Telephone,Italy,28558.3,170.0,12952.3
17367,2004,Blue Steel Max Putter,Sales visit,United States,167150.05,995.0,75809.05
17369,2004,Blue Steel Max Putter,Sales visit,Mexico,164798.19,981.0,74742.39
17372,2004,Blue Steel Max Putter,Sales visit,Korea,107345.61,639.0,48685.41
17374,2004,Blue Steel Max Putter,Sales visit,Singapore,167150.05,995.0,75809.05
17378,2004,Blue Steel Max Putter,Sales visit,Finland,150351.05,895.0,68190.05
17379,2004,Blue Steel Max Putter,Sales visit,Denmark,19654.83,117.0,8914.23
17380,2004,Blue Steel Max Putter,Sales visit,France,140943.61,839.0,63923.41
17388,2004,Blue Steel Max Putter,Web,United States,731764.44,4356.0,331883.64
17389,2004,Blue Steel Max Putter,Web,Canada,196884.28,1172.0,89294.68
17390,2004,Blue Steel Max Putter,Web,Mexico,94578.37,563.0,42894.97
17391,2004,Blue Steel Max Putter,Web,Brazil,209483.53,1247.0,95008.93
17392,2004,Blue Steel Max Putter,Web,Japan,102641.89,611.0,46552.09
17393,2004,Blue Steel Max Putter,Web,Korea,346563.37,2063.0,157179.97
17395,2004,Blue Steel Max Putter,Web,Singapore,160766.43,957.0,72913.83
17397,2004,Blue Steel Max Putter,Web,Netherlands,38301.72,228.0,17371.32
17399,2004,Blue Steel Max Putter,Web,Finland,280711.29,1671.0,127313.49
17401,2004,Blue Steel Max Putter,Web,France,138927.73,827.0,63009.13
17402,2004,Blue Steel Max Putter,Web,Germany,208475.59,1241.0,94551.79
17403,2004,Blue Steel Max Putter,Web,United Kingdom,244257.46,1454.0,110780.26
17404,2004,Blue Steel Max Putter,Web,Belgium,98778.12,588.0,44799.72
17406,2004,Blue Steel Max Putter,Web,Austria,135063.96,804.0,61256.76
17407,2004,Blue Steel Max Putter,Web,Italy,67699.97,403.0,30704.57
17408,2004,Blue Steel Max Putter,Web,Spain,221914.79,1321.0,100646.99
17410,2004,Blue Steel Max Putter,Special,Canada,104657.77,623.0,47466.37
17415,2004,Blue Steel Max Putter,Special,China,132040.14,786.0,59885.34
17430,2004,Blue Steel Max Putter,Mail,United States,70555.8,420.0,31999.8
17434,2004,Blue Steel Max Putter,Mail,Japan,32422.07,193.0,14704.67
17435,2004,Blue Steel Max Putter,Mail,Korea,108353.55,645.0,49142.55
17437,2004,Blue Steel Max Putter,Mail,Singapore,93066.46,554.0,42209.26
17439,2004,Blue Steel Max Putter,Mail,Netherlands,29734.23,177.0,13485.63
17450,2004,Blue Steel Max Putter,Mail,Spain,32422.07,193.0,14704.67
17451,2004,Blue Steel Max Putter,E-mail,United States,166814.07,993.0,75656.67
17452,2004,Blue Steel Max Putter,E-mail,Canada,292638.58,1742.0,132722.98
17455,2004,Blue Steel Max Putter,E-mail,Japan,446517.42,2658.0,202513.02
17456,2004,Blue Steel Max Putter,E-mail,Korea,61316.35,365.0,27809.35
17460,2004,Blue Steel Max Putter,E-mail,Netherlands,66692.03,397.0,30247.43
17461,2004,Blue Steel Max Putter,E-mail,Sweden,245433.39,1461.0,111313.59
17465,2004,Blue Steel Max Putter,E-mail,Germany,450045.21,2679.0,204113.01
17470,2004,Blue Steel Max Putter,E-mail,Italy,311453.46,1854.0,141256.26
17471,2004,Blue Steel Max Putter,E-mail,Spain,33765.99,201.0,15314.19
17473,2004,Blue Steel Max Putter,Fax,Canada,51236.95,305.0,23237.95
17475,2004,Blue Steel Max Putter,Fax,Brazil,25198.5,150.0,11428.5
17478,2004,Blue Steel Max Putter,Fax,China,68035.95,405.0,30856.95
17485,2004,Blue Steel Max Putter,Fax,France,84162.99,501.0,38171.19
17486,2004,Blue Steel Max Putter,Fax,Germany,28390.31,169.0,12876.11
17492,2004,Blue Steel Max Putter,Fax,Spain,98610.13,587.0,44723.53
17493,2004,Course Pro Golf and Tee Set,Telephone,United States,159492.97,16137.0,114309.37
17495,2004,Course Pro Golf and Tee Set,Telephone,Mexico,32224.18,3290.0,23012.18
17496,2004,Course Pro Golf and Tee Set,Telephone,Brazil,10268.4,1129.0,7107.2
17497,2004,Course Pro Golf and Tee Set,Telephone,Japan,32314.65,3315.0,23032.65
17499,2004,Course Pro Golf and Tee Set,Telephone,China,66278.36,6841.0,47123.56
17500,2004,Course Pro Golf and Tee Set,Telephone,Singapore,14410.41,1593.0,9950.01
17502,2004,Course Pro Golf and Tee Set,Telephone,Netherlands,58738.13,5789.0,42528.93
17505,2004,Course Pro Golf and Tee Set,Telephone,Denmark,9331.94,1015.0,6489.94
17506,2004,Course Pro Golf and Tee Set,Telephone,France,53442.26,5416.0,38277.46
17508,2004,Course Pro Golf and Tee Set,Telephone,United Kingdom,66286.26,6801.0,47243.46
17509,2004,Course Pro Golf and Tee Set,Telephone,Belgium,3560.4,345.0,2594.4
17511,2004,Course Pro Golf and Tee Set,Telephone,Austria,28380.0,2825.0,20470.0
17514,2004,Course Pro Golf and Tee Set,Sales visit,United States,5819.7,619.0,4086.5
17516,2004,Course Pro Golf and Tee Set,Sales visit,Mexico,13497.62,1372.0,9656.02
17519,2004,Course Pro Golf and Tee Set,Sales visit,Korea,8433.46,826.0,6120.66
17521,2004,Course Pro Golf and Tee Set,Sales visit,Singapore,7422.67,727.0,5387.07
17525,2004,Course Pro Golf and Tee Set,Sales visit,Finland,21185.75,2152.0,15160.15
17526,2004,Course Pro Golf and Tee Set,Sales visit,Denmark,6013.69,589.0,4364.49
17527,2004,Course Pro Golf and Tee Set,Sales visit,France,20542.05,2101.0,14659.25
17528,2004,Course Pro Golf and Tee Set,Sales visit,Germany,3962.88,384.0,2887.68
17532,2004,Course Pro Golf and Tee Set,Sales visit,Austria,0.0,12.0,-33.6
17533,2004,Course Pro Golf and Tee Set,Sales visit,Italy,0.0,80.0,-224.0
17535,2004,Course Pro Golf and Tee Set,Web,United States,159040.72,15773.0,114876.32
17536,2004,Course Pro Golf and Tee Set,Web,Canada,34408.13,3365.0,24986.13
17537,2004,Course Pro Golf and Tee Set,Web,Mexico,28714.89,2808.0,20852.49
17538,2004,Course Pro Golf and Tee Set,Web,Brazil,46289.46,4492.0,33711.86
17539,2004,Course Pro Golf and Tee Set,Web,Japan,11438.82,1115.0,8316.82
17540,2004,Course Pro Golf and Tee Set,Web,Korea,41541.19,4251.0,29638.39
17542,2004,Course Pro Golf and Tee Set,Web,Singapore,31213.5,3072.0,22611.9
17546,2004,Course Pro Golf and Tee Set,Web,Finland,61168.11,6102.0,44082.51
17547,2004,Course Pro Golf and Tee Set,Web,Denmark,3849.17,377.0,2793.57
17548,2004,Course Pro Golf and Tee Set,Web,France,10910.3,1064.0,7931.1
17549,2004,Course Pro Golf and Tee Set,Web,Germany,14354.45,1424.0,10367.25
17550,2004,Course Pro Golf and Tee Set,Web,United Kingdom,59937.97,5857.0,43538.37
17551,2004,Course Pro Golf and Tee Set,Web,Belgium,17956.8,1788.0,12950.4
17553,2004,Course Pro Golf and Tee Set,Web,Austria,12414.96,1203.0,9046.56
17554,2004,Course Pro Golf and Tee Set,Web,Italy,26431.37,2573.0,19226.97
17555,2004,Course Pro Golf and Tee Set,Web,Spain,21908.67,2141.0,15913.87
17557,2004,Course Pro Golf and Tee Set,Special,Canada,5697.18,588.0,4050.78
17562,2004,Course Pro Golf and Tee Set,Special,China,54872.68,5408.0,39730.28
17577,2004,Course Pro Golf and Tee Set,Mail,United States,0.0,62.0,-173.6
17582,2004,Course Pro Golf and Tee Set,Mail,Korea,43249.56,4277.0,31273.96
17584,2004,Course Pro Golf and Tee Set,Mail,Singapore,30742.31,3055.0,22188.31
17586,2004,Course Pro Golf and Tee Set,Mail,Netherlands,7361.41,876.0,4908.61
17590,2004,Course Pro Golf and Tee Set,Mail,France,15832.62,1546.0,11503.82
17597,2004,Course Pro Golf and Tee Set,Mail,Spain,14244.89,1386.0,10364.09
17598,2004,Course Pro Golf and Tee Set,E-mail,United States,22472.21,2201.0,16309.41
17599,2004,Course Pro Golf and Tee Set,E-mail,Canada,78873.89,7845.0,56907.89
17602,2004,Course Pro Golf and Tee Set,E-mail,Japan,105116.13,10536.0,75615.33
17603,2004,Course Pro Golf and Tee Set,E-mail,Korea,8433.46,868.0,6003.06
17605,2004,Course Pro Golf and Tee Set,E-mail,Singapore,8402.83,823.0,6098.43
17607,2004,Course Pro Golf and Tee Set,E-mail,Netherlands,13926.44,1364.0,10107.24
17608,2004,Course Pro Golf and Tee Set,E-mail,Sweden,35922.91,3537.0,26019.31
17611,2004,Course Pro Golf and Tee Set,E-mail,France,5492.98,538.0,3986.58
17612,2004,Course Pro Golf and Tee Set,E-mail,Germany,90981.09,9154.0,65349.89
17617,2004,Course Pro Golf and Tee Set,E-mail,Italy,36174.44,3589.0,26125.24
17618,2004,Course Pro Golf and Tee Set,E-mail,Spain,5584.87,691.0,3650.07
17620,2004,Course Pro Golf and Tee Set,Fax,Canada,10313.96,1005.0,7499.96
17625,2004,Course Pro Golf and Tee Set,Fax,China,10686.27,1057.0,7726.67
17632,2004,Course Pro Golf and Tee Set,Fax,France,19005.93,1847.0,13834.33
17633,2004,Course Pro Golf and Tee Set,Fax,Germany,5036.16,488.0,3669.76
17639,2004,Course Pro Golf and Tee Set,Fax,Spain,20593.99,2007.0,14974.39
17640,2004,Course Pro Umbrella,Telephone,United States,231176.54,19345.0,115106.54
17642,2004,Course Pro Umbrella,Telephone,Mexico,26937.0,2329.0,12963.0
17643,2004,Course Pro Umbrella,Telephone,Brazil,12099.16,1113.0,5421.16
17644,2004,Course Pro Umbrella,Telephone,Japan,80392.8,6686.0,40276.8
17646,2004,Course Pro Umbrella,Telephone,China,87490.13,7494.0,42526.13
17647,2004,Course Pro Umbrella,Telephone,Singapore,41415.48,3580.0,19935.48
17649,2004,Course Pro Umbrella,Telephone,Netherlands,61573.8,5042.0,31321.8
17652,2004,Course Pro Umbrella,Telephone,Denmark,23174.34,1996.0,11198.34
17653,2004,Course Pro Umbrella,Telephone,France,65499.57,5524.0,32355.57
17655,2004,Course Pro Umbrella,Telephone,United Kingdom,88031.3,7477.0,43169.3
17658,2004,Course Pro Umbrella,Telephone,Austria,29508.82,2449.0,14814.82
17661,2004,Course Pro Umbrella,Sales visit,United States,53418.63,4387.0,27096.63
17663,2004,Course Pro Umbrella,Sales visit,Mexico,31121.46,2575.0,15671.46
17666,2004,Course Pro Umbrella,Sales visit,Korea,22643.62,1852.0,11531.62
17668,2004,Course Pro Umbrella,Sales visit,Singapore,21020.7,1709.0,10766.7
17672,2004,Course Pro Umbrella,Sales visit,Finland,8942.1,804.0,4118.1
17674,2004,Course Pro Umbrella,Sales visit,France,47564.6,3961.0,23798.6
17679,2004,Course Pro Umbrella,Sales visit,Austria,0.0,12.0,-72.0
17680,2004,Course Pro Umbrella,Sales visit,Italy,15744.0,1360.0,7584.0
17682,2004,Course Pro Umbrella,Web,United States,165452.08,13663.0,83474.08
17683,2004,Course Pro Umbrella,Web,Canada,28782.0,2340.0,14742.0
17684,2004,Course Pro Umbrella,Web,Mexico,35601.73,2890.0,18261.73
17685,2004,Course Pro Umbrella,Web,Brazil,62265.53,5032.0,32073.53
17686,2004,Course Pro Umbrella,Web,Japan,14761.73,1207.0,7519.73
17687,2004,Course Pro Umbrella,Web,Korea,79035.72,6604.0,39411.72
17689,2004,Course Pro Umbrella,Web,Singapore,51955.2,4224.0,26611.2
17691,2004,Course Pro Umbrella,Web,Netherlands,9102.0,740.0,4662.0
17693,2004,Course Pro Umbrella,Web,Finland,100712.4,8299.0,50918.4
17694,2004,Course Pro Umbrella,Web,Denmark,5439.99,447.0,2757.99
17695,2004,Course Pro Umbrella,Web,France,32750.46,2653.0,16832.46
17696,2004,Course Pro Umbrella,Web,Germany,24859.92,2039.0,12625.92
17697,2004,Course Pro Umbrella,Web,United Kingdom,79585.25,6463.0,40807.25
17698,2004,Course Pro Umbrella,Web,Belgium,28601.43,2349.0,14507.43
17700,2004,Course Pro Umbrella,Web,Austria,24685.98,1986.0,12769.98
17701,2004,Course Pro Umbrella,Web,Italy,27147.39,2202.0,13935.39
17702,2004,Course Pro Umbrella,Web,Spain,52028.57,4210.0,26768.57
17704,2004,Course Pro Umbrella,Special,Canada,26668.73,2193.0,13510.73
17709,2004,Course Pro Umbrella,Special,China,44250.12,3636.0,22434.12
17724,2004,Course Pro Umbrella,Mail,United States,0.0,31.0,-186.0
17728,2004,Course Pro Umbrella,Mail,Japan,8376.3,681.0,4290.3
17729,2004,Course Pro Umbrella,Mail,Korea,24378.96,2034.0,12174.96
17731,2004,Course Pro Umbrella,Mail,Singapore,8290.2,718.0,3982.2
17733,2004,Course Pro Umbrella,Mail,Netherlands,25251.9,2208.0,12003.9
17737,2004,Course Pro Umbrella,Mail,France,13259.4,1078.0,6791.4
17744,2004,Course Pro Umbrella,Mail,Spain,7908.9,643.0,4050.9
17745,2004,Course Pro Umbrella,E-mail,United States,10750.2,874.0,5506.2
17746,2004,Course Pro Umbrella,E-mail,Canada,109118.99,9049.0,54824.99
17749,2004,Course Pro Umbrella,E-mail,Japan,94555.0,7902.0,47143.0
17750,2004,Course Pro Umbrella,E-mail,Korea,8753.08,769.0,4139.08
17754,2004,Course Pro Umbrella,E-mail,Netherlands,8216.4,668.0,4208.4
17755,2004,Course Pro Umbrella,E-mail,Sweden,41413.9,3384.0,21109.9
17759,2004,Course Pro Umbrella,E-mail,Germany,119821.73,10017.0,59719.73
17764,2004,Course Pro Umbrella,E-mail,Italy,40232.25,3327.0,20270.25
17765,2004,Course Pro Umbrella,E-mail,Spain,6998.7,713.0,2720.7
17767,2004,Course Pro Umbrella,Fax,Canada,6654.3,541.0,3408.3
17772,2004,Course Pro Umbrella,Fax,China,42668.02,3506.0,21632.02
17779,2004,Course Pro Umbrella,Fax,France,6912.6,562.0,3540.6
17780,2004,Course Pro Umbrella,Fax,Germany,6740.4,548.0,3452.4
17786,2004,Course Pro Umbrella,Fax,Spain,14022.0,1140.0,7182.0
17787,2004,Course Pro Golf Bag,Telephone,United States,407822.95,2065.0,243242.45
17789,2004,Course Pro Golf Bag,Telephone,Mexico,57222.11,300.0,33312.11
17790,2004,Course Pro Golf Bag,Telephone,Brazil,51373.47,270.0,29854.47
17791,2004,Course Pro Golf Bag,Telephone,Japan,135837.15,687.0,81083.25
17793,2004,Course Pro Golf Bag,Telephone,China,205044.05,1048.0,121518.45
17794,2004,Course Pro Golf Bag,Telephone,Singapore,119032.1,606.0,70733.9
17796,2004,Course Pro Golf Bag,Telephone,Netherlands,50980.89,255.0,30657.39
17799,2004,Course Pro Golf Bag,Telephone,Denmark,58781.28,302.0,34711.88
17800,2004,Course Pro Golf Bag,Telephone,France,133981.85,680.0,79785.85
17802,2004,Course Pro Golf Bag,Telephone,United Kingdom,192116.28,980.0,114010.28
17803,2004,Course Pro Golf Bag,Telephone,Belgium,4254.4,20.0,2660.4
17805,2004,Course Pro Golf Bag,Telephone,Austria,57834.12,291.0,34641.42
17808,2004,Course Pro Golf Bag,Sales visit,United States,40004.86,203.0,23825.76
17810,2004,Course Pro Golf Bag,Sales visit,Mexico,46706.7,236.0,27897.5
17815,2004,Course Pro Golf Bag,Sales visit,Singapore,17743.65,87.0,10809.75
17819,2004,Course Pro Golf Bag,Sales visit,Finland,57969.98,295.0,34458.48
17820,2004,Course Pro Golf Bag,Sales visit,Denmark,8158.0,40.0,4970.0
17821,2004,Course Pro Golf Bag,Sales visit,France,76893.55,391.0,45730.85
17822,2004,Course Pro Golf Bag,Sales visit,Germany,11013.3,54.0,6709.5
17826,2004,Course Pro Golf Bag,Sales visit,Austria,2105.28,12.0,1148.88
17827,2004,Course Pro Golf Bag,Sales visit,Italy,29042.08,153.0,16847.98
17829,2004,Course Pro Golf Bag,Web,United States,368517.74,1835.0,222268.24
17830,2004,Course Pro Golf Bag,Web,Canada,65060.05,319.0,39635.75
17831,2004,Course Pro Golf Bag,Web,Mexico,76889.15,377.0,46842.25
17832,2004,Course Pro Golf Bag,Web,Brazil,87902.45,431.0,53551.75
17833,2004,Course Pro Golf Bag,Web,Japan,29164.85,143.0,17767.75
17834,2004,Course Pro Golf Bag,Web,Korea,150863.67,759.0,90371.37
17836,2004,Course Pro Golf Bag,Web,Singapore,65875.85,323.0,40132.75
17838,2004,Course Pro Golf Bag,Web,Netherlands,15908.1,78.0,9691.5
17839,2004,Course Pro Golf Bag,Web,Sweden,10401.45,51.0,6336.75
17840,2004,Course Pro Golf Bag,Web,Finland,146330.74,733.0,87910.64
17841,2004,Course Pro Golf Bag,Web,Denmark,9381.7,46.0,5715.5
17842,2004,Course Pro Golf Bag,Web,France,36303.1,178.0,22116.5
17843,2004,Course Pro Golf Bag,Web,Germany,49605.88,247.0,29919.98
17844,2004,Course Pro Golf Bag,Web,United Kingdom,114823.85,563.0,69952.75
17845,2004,Course Pro Golf Bag,Web,Belgium,51147.42,249.0,31302.12
17847,2004,Course Pro Golf Bag,Web,Austria,38414.87,188.0,23431.27
17848,2004,Course Pro Golf Bag,Web,Italy,22230.55,109.0,13543.25
17849,2004,Course Pro Golf Bag,Web,Spain,65060.05,319.0,39635.75
17851,2004,Course Pro Golf Bag,Special,Canada,27289.8,138.0,16291.2
17856,2004,Course Pro Golf Bag,Special,China,46908.5,230.0,28577.5
17871,2004,Course Pro Golf Bag,Mail,United States,10877.28,62.0,5935.88
17875,2004,Course Pro Golf Bag,Mail,Japan,24066.1,118.0,14661.5
17876,2004,Course Pro Golf Bag,Mail,Korea,61851.64,309.0,37224.34
17878,2004,Course Pro Golf Bag,Mail,Singapore,26482.76,136.0,15643.56
17880,2004,Course Pro Golf Bag,Mail,Netherlands,90621.65,466.0,53481.45
17884,2004,Course Pro Golf Bag,Mail,France,8769.85,43.0,5342.75
17891,2004,Course Pro Golf Bag,Mail,Spain,19375.25,95.0,11803.75
17892,2004,Course Pro Golf Bag,E-mail,United States,35895.2,176.0,21868.0
17893,2004,Course Pro Golf Bag,E-mail,Canada,203934.55,1016.0,122959.35
17896,2004,Course Pro Golf Bag,E-mail,Japan,182543.98,920.0,109219.98
17897,2004,Course Pro Golf Bag,E-mail,Korea,41020.23,207.0,24522.33
17901,2004,Course Pro Golf Bag,E-mail,Netherlands,39566.3,194.0,24104.5
17902,2004,Course Pro Golf Bag,E-mail,Sweden,46167.24,230.0,27836.24
17906,2004,Course Pro Golf Bag,E-mail,Germany,223175.93,1126.0,133433.73
17911,2004,Course Pro Golf Bag,E-mail,Italy,103091.19,514.0,62125.39
17912,2004,Course Pro Golf Bag,E-mail,Spain,55721.99,293.0,32369.89
17914,2004,Course Pro Golf Bag,Fax,Canada,10809.35,53.0,6585.25
17919,2004,Course Pro Golf Bag,Fax,China,78316.8,384.0,47712.0
17926,2004,Course Pro Golf Bag,Fax,France,53842.8,264.0,32802.0
17933,2004,Course Pro Golf Bag,Fax,Spain,8158.0,40.0,4970.0
17934,2004,Course Pro Gloves,Telephone,United States,127382.37,14761.0,87970.5
17936,2004,Course Pro Gloves,Telephone,Mexico,28696.54,3275.0,19952.29
17937,2004,Course Pro Gloves,Telephone,Brazil,8836.97,856.0,6551.45
17938,2004,Course Pro Gloves,Telephone,Japan,57155.54,6846.0,38876.72
17940,2004,Course Pro Gloves,Telephone,China,80744.5,10034.0,53953.72
17941,2004,Course Pro Gloves,Telephone,Singapore,14270.56,1406.0,10516.54
17943,2004,Course Pro Gloves,Telephone,Netherlands,51591.36,5657.0,36487.17
17946,2004,Course Pro Gloves,Telephone,Denmark,12988.36,1617.0,8670.97
17947,2004,Course Pro Gloves,Telephone,France,57366.05,6577.0,39805.46
17949,2004,Course Pro Gloves,Telephone,United Kingdom,61623.73,6397.0,44543.74
17950,2004,Course Pro Gloves,Telephone,Belgium,1766.3,170.0,1312.4
17952,2004,Course Pro Gloves,Telephone,Austria,12668.44,1504.0,8652.76
17954,2004,Course Pro Gloves,Telephone,Spain,3730.01,359.0,2771.48
17955,2004,Course Pro Gloves,Sales visit,United States,82531.05,9729.0,56554.62
17957,2004,Course Pro Gloves,Sales visit,Mexico,21374.61,2571.0,14510.04
17960,2004,Course Pro Gloves,Sales visit,Korea,6250.24,608.0,4626.88
17962,2004,Course Pro Gloves,Sales visit,Singapore,30347.46,4367.0,18687.57
17966,2004,Course Pro Gloves,Sales visit,Finland,17817.41,2377.0,11470.82
17968,2004,Course Pro Gloves,Sales visit,France,21900.73,2606.0,14942.71
17969,2004,Course Pro Gloves,Sales visit,Germany,3615.72,348.0,2686.56
17974,2004,Course Pro Gloves,Sales visit,Italy,3833.91,369.0,2848.68
17976,2004,Course Pro Gloves,Web,United States,122721.12,13342.0,87097.98
17977,2004,Course Pro Gloves,Web,Canada,33665.26,3260.0,24961.06
17978,2004,Course Pro Gloves,Web,Mexico,14518.43,1403.0,10772.42
17979,2004,Course Pro Gloves,Web,Brazil,42169.71,5049.0,28688.88
17980,2004,Course Pro Gloves,Web,Japan,29530.41,3349.0,20588.58
17981,2004,Course Pro Gloves,Web,Korea,39521.54,3869.0,29191.31
17983,2004,Course Pro Gloves,Web,Singapore,47171.01,4579.0,34945.08
17985,2004,Course Pro Gloves,Web,Netherlands,16564.1,2294.0,10439.12
17987,2004,Course Pro Gloves,Web,Finland,64702.48,6955.0,46132.63
17989,2004,Course Pro Gloves,Web,France,32396.89,3560.0,22891.69
17990,2004,Course Pro Gloves,Web,Germany,35898.93,3918.0,25437.87
17991,2004,Course Pro Gloves,Web,United Kingdom,51370.28,6423.0,34220.87
17992,2004,Course Pro Gloves,Web,Belgium,19592.41,2227.0,13646.32
17994,2004,Course Pro Gloves,Web,Austria,21202.13,2219.0,15277.4
17995,2004,Course Pro Gloves,Web,Italy,9018.52,868.0,6700.96
17996,2004,Course Pro Gloves,Web,Spain,20166.99,1941.0,14984.52
17998,2004,Course Pro Gloves,Special,Canada,28154.14,3207.0,19591.45
18003,2004,Course Pro Gloves,Special,China,18308.68,1781.0,13553.41
